Unnamed: 0,INSTNM,CITY,STABBR,ZIP,CONTROL,ADM_RATE,SAT_AVG,TUITIONFEE_IN,TUITIONFEE_OUT,UGDS,REGION,DEP_INC_PCT_H2,MD_INC_WDRAW_2YR_TRANS_YR4_RT,IND_COMP_4YR_TRANS_YR4_RT,SD_EARN_WNE_P10,FEMALE_WDRAW_4YR_TRANS_YR6_RT,LO_INC_COMP_2YR_TRANS_YR3_RT,NOLOAN_COMP_ORIG_YR4_RT,OPENADMP,PELL_COMP_4YR_TRANS_YR3_RT,DEATH_YR2_RT,NOLOAN_UNKN_ORIG_YR2_RT,NOT1STGEN_WDRAW_ORIG_YR6_RT,HI_INC_YR8_N,CUML_DEBT_P90,C100_L4
770,Altierus Career College-Tampa,Tampa,FL,33614-5801,2,,,12879.0,12879.0,1188.0,5,,,,,,,,1.0,,,,,,,
771,The University of Tampa,Tampa,FL,33606-1490,2,0.5326,1171.0,28426.0,28426.0,7956.0,5,,,,,,,,2.0,,,,,,,
772,Big Bend Technical College,Perry,FL,32348,1,,,,,112.0,5,,,,,,,,1.0,,,,,,,0.5686
773,Tom P Haney Technical Center,Panama City,FL,32405,1,,,,,422.0,5,,,,,,,,1.0,,,,,,,0.4452
774,Trinity Baptist College,Jacksonville,FL,32221,2,0.3447,933.0,11640.0,11640.0,335.0,5,,,,,,,,2.0,,,,,,,
775,Trinity College of Florida,Trinity,FL,34655-4401,2,0.918,922.0,16340.0,16340.0,188.0,5,,,,,,,,2.0,,,,,,,
776,Fashion Focus Hair Academy,Sarasota,FL,34231-4813,3,,,,,48.0,5,,,,,,,,1.0,,,,,,,0.28
777,Valencia College,Orlando,FL,32835,1,,,2474.0,9383.0,37954.0,5,,,,,,,,1.0,,,,,,,
778,Warner University,Lake Wales,FL,33859-8797,2,0.4148,946.0,21216.0,21216.0,981.0,5,,,,,,,,2.0,,,,,,,
779,Florida Panhandle Technical College,Chipley,FL,32428-1618,1,,,,,364.0,5,,,,,,,,1.0,,,,,,,0.7977
780,Webber International University,Babson Park,FL,33827-0096,2,0.4923,986.0,25358.0,25358.0,625.0,5,,,,,,,,2.0,,,,,,,
781,Rasmussen College-Florida,Ocala,FL,34474-6226,3,,,10935.0,10935.0,8135.0,5,,,,,,,,1.0,,,,,,,
782,The University of West Florida,Pensacola,FL,32514-5750,1,0.4958,1185.0,6360.0,19241.0,9602.0,5,,,,,,,,2.0,,,,,,,
783,Orange Technical College-Westside Campus,Winter Garden,FL,34787-3733,1,,,,,539.0,5,,,,,,,,1.0,,,,,,,0.1018
784,William T McFatter Technical College,Davie,FL,33317,1,,,,,687.0,5,,,,,,,,1.0,,,,,,,0.6192
785,Orange Technical College-Winter Park Campus,Winter Park,FL,32789-3049,1,,,,,270.0,5,,,,,,,,1.0,,,,,,,0.3919
786,Withlacoochee Technical College,Inverness,FL,34450-4696,1,,,,,159.0,5,,,,,,,,1.0,,,,,,,0.8831
787,Abraham Baldwin Agricultural College,Tifton,GA,31793-2601,1,0.7021,1013.0,3503.0,10241.0,3185.0,5,,,,,,,,2.0,,,,,,,
788,Agnes Scott College,Decatur,GA,30030-3770,2,0.6558,,39960.0,39960.0,890.0,5,,,,,,,,2.0,,,,,,,
789,Interactive College of Technology-Chamblee,Chamblee,GA,30341,3,,,9890.0,9890.0,536.0,5,,,,,,,,1.0,,,,,,,0.4526
790,Interactive College of Technology-Morrow,Morrow,GA,30260,3,,,9770.0,9770.0,35.0,5,,,,,,,,1.0,,,,,,,0.3333
791,Albany Technical College,Albany,GA,31701,1,,,2712.0,4848.0,2697.0,5,,,,,,,,1.0,,,,,,,0.1893
792,Albany State University,Albany,GA,31705,1,,,5675.0,16136.0,5761.0,5,,,,,,,,1.0,,,,,,,
793,Andrew College,Cuthbert,GA,39840-5550,2,0.4051,930.0,16560.0,16560.0,265.0,5,,,,,,,,2.0,,,,,,,
794,Armstrong State University,Savannah,GA,31419-1997,1,0.7962,1054.0,5439.0,15900.0,5965.0,5,,,,,,,,2.0,,,,,,,
795,The Art Institute of Atlanta,Atlanta,GA,30328-1635,3,,,17590.0,17590.0,1582.0,5,,,,,,,,1.0,,,,,,,
796,Georgia Career Institute,Conyers,GA,30094,3,,,,,441.0,5,,,,,,,,1.0,,,,,,,0.0913
797,Atlanta Technical College,Atlanta,GA,30310-4446,1,,,2816.0,4952.0,3874.0,5,,,,,,,,1.0,,,,,,,0.2847
798,Point University,West Point,GA,31833,2,0.3506,968.0,20600.0,20600.0,1126.0,5,,,,,,,,2.0,,,,,,,
799,Atlanta Metropolitan State College,Atlanta,GA,30310-4448,1,,,3416.0,9880.0,2238.0,5,,,,,,,,1.0,,,,,,,
800,Atlanta's John Marshall Law School,Atlanta,GA,30309,3,,,,,,5,,,,,,,,,,,,,,,
801,Atlanta School of Massage,Atlanta,GA,30338,3,,,,,282.0,5,,,,,,,,1.0,,,,,,,0.7336
802,Clark Atlanta University,Atlanta,GA,30314-4391,2,0.5793,1000.0,21892.0,21892.0,3302.0,5,,,,,,,,2.0,,,,,,,
803,Augusta Technical College,Augusta,GA,30906,1,,,2794.0,4930.0,4162.0,5,,,,,,,,1.0,,,,,,,0.2461
804,Bainbridge State College,Bainbridge,GA,39819,1,,,3270.0,9467.0,1315.0,5,,,,,,,,1.0,,,,,,,
805,Berry College,Mount Berry,GA,30149,2,0.616,1247.0,35176.0,35176.0,1963.0,5,,,,,,,,2.0,,,,,,,
806,Beulah Heights University,Atlanta,GA,30316,2,,,9880.0,9880.0,276.0,5,,,,,,,,1.0,,,,,,,
807,Brenau University,Gainesville,GA,30501-3668,2,0.6613,1004.0,28510.0,28510.0,1722.0,5,,,,,,,,2.0,,,,,,,
808,Brewton-Parker College,Mount Vernon,GA,30445,2,0.9898,922.0,17740.0,17740.0,465.0,5,,,,,,,,2.0,,,,,,,
809,Brown College of Court Reporting,Atlanta,GA,30309,3,0.8333,,12945.0,12945.0,198.0,5,,,,,,,,2.0,,,,,,,0.5
810,College of Coastal Georgia,Brunswick,GA,31520-3644,1,0.9469,937.0,4496.0,12918.0,3190.0,5,,,,,,,,2.0,,,,,,,
811,West Georgia Technical College,Waco,GA,30182,1,,,2838.0,4974.0,5167.0,5,,,,,,,,1.0,,,,,,,0.2047
812,Carver Bible College,Atlanta,GA,30331,2,,,12685.0,12685.0,60.0,5,,,,,,,,1.0,,,,,,,
813,Clayton  State University,Morrow,GA,30260-0285,1,0.4179,,5419.0,15880.0,5754.0,5,,,,,,,,2.0,,,,,,,
814,Columbia Theological Seminary,Decatur,GA,30030-4118,2,,,,,,5,,,,,,,,,,,,,,,
815,Columbus Technical College,Columbus,GA,31904-6572,1,,,2704.0,4840.0,2656.0,5,,,,,,,,1.0,,,,,,,0.0903
816,Columbus State University,Columbus,GA,31907-5645,1,0.534,1011.0,6134.0,16920.0,6474.0,5,,,,,,,,2.0,,,,,,,
817,Georgia Northwestern Technical College,Rome,GA,30161,1,,,2774.0,4910.0,3889.0,5,,,,,,,,1.0,,,,,,,0.1779
818,Covenant College,Lookout Mountain,GA,30750-4164,2,0.9523,1269.0,33170.0,33170.0,986.0,5,,,,,,,,2.0,,,,,,,
819,Dalton State College,Dalton,GA,30720-3797,1,,,4212.0,12634.0,4756.0,5,,,,,,,,1.0,,,,,,,
820,Pro Way Hair School,Stone Mountain,GA,30083-3254,3,,,,,180.0,5,,,,,,,,1.0,,,,,,,0.4586
821,South University-Savannah,Savannah,GA,31406,3,,,17014.0,17014.0,494.0,5,,,,,,,,1.0,,,,,,,
822,East Georgia State College,Swainsboro,GA,30401,1,,,3110.0,9307.0,2596.0,5,,,,,,,,1.0,,,,,,,
823,Emmanuel College,Franklin Springs,GA,30639,2,0.4307,1022.0,19710.0,19710.0,800.0,5,,,,,,,,2.0,,,,,,,
824,Emory University,Atlanta,GA,30322,2,0.2204,1443.0,49392.0,49392.0,6776.0,5,,,,,,,,2.0,,,,,,,
825,Georgia Highlands College,Rome,GA,30161-3897,1,,,3288.0,9485.0,5715.0,5,,,,,,,,1.0,,,,,,,
826,Fort Valley State University,Fort Valley,GA,31030-4313,1,0.4366,564.0,6658.0,19738.0,2329.0,5,,,,,,,,2.0,,,,,,,
827,Grady Health System Professional Schools,Atlanta,GA,30303-3050,1,,,,,67.0,5,,,,,,,,,,,,,,,
828,Georgia Institute of Technology-Main Campus,Atlanta,GA,30332-0530,1,0.234,1389.0,12418.0,33014.0,14810.0,5,,,,,,,,2.0,,,,,,,
829,Georgia Southwestern State University,Americus,GA,31709-4693,1,0.6747,1045.0,5341.0,15802.0,2348.0,5,,,,,,,,2.0,,,,,,,
830,Georgia College & State University,Milledgeville,GA,31061,1,0.7899,1199.0,9346.0,28060.0,5857.0,5,,,,,,,,2.0,,,,,,,
831,Georgia Southern University,Statesboro,GA,30460-8126,1,0.6829,1174.0,6356.0,17142.0,17062.0,5,,,,,,,,2.0,,,,,,,
832,Georgia State University,Atlanta,GA,30303-3083,1,0.6985,1128.0,9112.0,23971.0,25031.0,5,,,,,,,,2.0,,,,,,,
833,University of Georgia,Athens,GA,30602,1,0.5401,1316.0,11818.0,30392.0,28740.0,5,,,,,,,,2.0,,,,,,,
834,Gordon State College,Barnesville,GA,30204,1,0.8364,924.0,3828.0,10010.0,3527.0,5,,,,,,,,2.0,,,,,,,
835,Southern Crescent Technical College,Griffin,GA,30223-2042,1,,,2840.0,4974.0,3900.0,5,,,,,,,,1.0,,,,,,,0.0887
836,Gupton Jones College of Funeral Service,Decatur,GA,30035-4022,2,,,11700.0,11700.0,249.0,5,,,,,,,,1.0,,,,,,,0.6341
837,Gwinnett College-Lilburn,Lilburn,GA,30047-3447,3,,,9925.0,9925.0,252.0,5,,,,,,,,1.0,,,,,,,0.2558
838,Gwinnett Technical College,Lawrenceville,GA,30043-5702,1,,,2868.0,5004.0,7091.0,5,,,,,,,,1.0,,,,,,,0.1684
839,Interdenominational Theological Center,Atlanta,GA,30314-4143,2,,,,,,5,,,,,,,,,,,,,,,
840,LaGrange College,Lagrange,GA,30240-2999,2,0.5689,1100.0,29480.0,29480.0,930.0,5,,,,,,,,2.0,,,,,,,
841,Lanier Technical College,Gainesville,GA,30507,1,,,3282.0,5952.0,3031.0,5,,,,,,,,1.0,,,,,,,0.1156
842,Life University,Marietta,GA,30060,2,0.689,957.0,11715.0,11715.0,751.0,5,,,,,,,,2.0,,,,,,,
843,Chattahoochee Technical College,Marietta,GA,30060,1,,,2782.0,4918.0,8532.0,5,,,,,,,,1.0,,,,,,,0.0904
844,Herzing University-Atlanta,Atlanta,GA,30303,2,0.8642,,13850.0,13850.0,593.0,5,,,,,,,,2.0,,,,,,,
845,Mercer University,Macon,GA,31207,2,0.7326,1285.0,36000.0,36000.0,4708.0,5,,,,,,,,2.0,,,,,,,
846,Morehouse College,Atlanta,GA,30314,2,0.7441,1050.0,27278.0,27278.0,2199.0,5,,,,,,,,2.0,,,,,,,
847,Morehouse School of Medicine,Atlanta,GA,30310,2,,,,,,5,,,,,,,,,,,,,,,
848,North Georgia Technical College,Clarkesville,GA,30523,1,,,2734.0,4870.0,2236.0,5,,,,,,,,1.0,,,,,,,0.1139
849,Oglethorpe University,Atlanta,GA,30319-2797,2,0.5804,1212.0,36680.0,36680.0,1232.0,5,,,,,,,,2.0,,,,,,,
850,Paine College,Augusta,GA,30901-3182,2,0.318,850.0,14226.0,14226.0,357.0,5,,,,,,,,2.0,,,,,,,
851,Piedmont College,Demorest,GA,30535-0010,2,0.5952,1059.0,24464.0,24464.0,1281.0,5,,,,,,,,2.0,,,,,,,
852,Miami Ad School at Portfolio Center,Atlanta,GA,30309,3,,,19400.0,19400.0,48.0,5,,,,,,,,1.0,,,,,,,0.0
853,Reinhardt University,Waleska,GA,30183-2981,2,0.8863,1038.0,22422.0,22422.0,1381.0,5,,,,,,,,2.0,,,,,,,
854,Savannah Technical College,Savannah,GA,31405-5594,1,,,2744.0,4880.0,3469.0,5,,,,,,,,1.0,,,,,,,0.2079
855,Savannah College of Art and Design,Savannah,GA,31402-3146,2,0.9287,1152.0,36410.0,36410.0,10568.0,5,,,,,,,,2.0,,,,,,,
856,Savannah State University,Savannah,GA,31404-5310,1,0.5575,933.0,5743.0,16204.0,4079.0,5,,,,,,,,2.0,,,,,,,
857,Shorter University,Rome,GA,30165,2,0.5337,1017.0,21730.0,21730.0,1264.0,5,,,,,,,,2.0,,,,,,,
858,South Georgia Technical College,Americus,GA,31709,1,,,2794.0,4930.0,1509.0,5,,,,,,,,1.0,,,,,,,0.4043
859,The Creative Circus,Atlanta,GA,30324,3,,,17115.0,17115.0,227.0,5,,,,,,,,1.0,,,,,,,0.75
860,Spelman College,Atlanta,GA,30314-4399,2,0.4005,1163.0,28181.0,28181.0,2134.0,5,,,,,,,,2.0,,,,,,,
861,Thomas University,Thomasville,GA,31792,2,0.2256,,16940.0,16940.0,1050.0,5,,,,,,,,2.0,,,,,,,
862,Toccoa Falls College,Toccoa Falls,GA,30598,2,0.5872,1039.0,22104.0,22104.0,851.0,5,,,,,,,,2.0,,,,,,,
863,Truett McConnell University,Cleveland,GA,30528,2,0.9462,1032.0,19480.0,19480.0,760.0,5,,,,,,,,2.0,,,,,,,
864,Wiregrass Georgia Technical College,Valdosta,GA,31602-0929,1,,,2794.0,4930.0,2405.0,5,,,,,,,,1.0,,,,,,,0.1355
865,Valdosta State University,Valdosta,GA,31698,1,0.7417,1059.0,6410.0,17196.0,8557.0,5,,,,,,,,2.0,,,,,,,
866,Wesleyan College,Macon,GA,31210-4462,2,0.466,1114.0,22370.0,22370.0,501.0,5,,,,,,,,2.0,,,,,,,
867,University of West Georgia,Carrollton,GA,30118-0001,1,0.5862,1016.0,6226.0,17010.0,10468.0,5,,,,,,,,2.0,,,,,,,
868,Young Harris College,Young Harris,GA,30582,2,0.5251,1100.0,29062.0,29062.0,1021.0,5,,,,,,,,2.0,,,,,,,
869,Chaminade University of Honolulu,Honolulu,HI,96816-1578,2,0.9223,1068.0,24514.0,24514.0,1785.0,8,,,,,,,,2.0,,,,,,,
870,University of Hawaii at Hilo,Hilo,HI,96720-4091,1,0.7788,1047.0,7648.0,20608.0,2855.0,8,,,,,,,,2.0,,,,,,,
871,University of Hawaii at Manoa,Honolulu,HI,96822-2217,1,0.8315,1154.0,11754.0,33786.0,12583.0,8,,,,,,,,2.0,,,,,,,
872,Hawaii Institute of Hair Design,Honolulu,HI,96817-5195,3,,,,,95.0,8,,,,,,,,1.0,,,,,,,0.2414
873,Hawaii Pacific University,Honolulu,HI,96813,2,0.7468,1110.0,24550.0,24550.0,3228.0,8,,,,,,,,2.0,,,,,,,
874,Honolulu Community College,Honolulu,HI,96817-4505,1,,,3054.0,8190.0,2790.0,8,,,,,,,,1.0,,,,,,,0.0676
875,Kapiolani Community College,Honolulu,HI,96816-4421,1,,,3084.0,8220.0,5030.0,8,,,,,,,,1.0,,,,,,,0.0516
876,Kauai Community College,Lihue,HI,96766-9500,1,,,3132.0,8268.0,1007.0,8,,,,,,,,1.0,,,,,,,0.0493
877,Leeward Community College,Pearl City,HI,96782-3366,1,,,3084.0,8220.0,4971.0,8,,,,,,,,1.0,,,,,,,0.0507
878,University of Hawaii Maui College,Kahului,HI,96732-1617,1,,,3158.0,8294.0,2621.0,8,,,,,,,,1.0,,,,,,,
879,World Medicine Institute,Honolulu,HI,96821,2,,,,,,8,,,,,,,,,,,,,,,
880,Travel Institute of the Pacific,Honolulu,HI,96814,3,,,,,66.0,8,,,,,,,,1.0,,,,,,,0.8684
881,University of Hawaii-West Oahu,Kapolei,HI,96707-4507,1,0.7875,966.0,7440.0,20400.0,2747.0,8,,,,,,,,2.0,,,,,,,
882,Windward Community College,Kaneohe,HI,96744-3528,1,,,3064.0,8200.0,1395.0,8,,,,,,,,1.0,,,,,,,0.0517
883,Carrington College-Boise,Boise,ID,83704-8742,3,0.4435,,,,429.0,7,,,,,,,,2.0,,,,,,,0.1719
884,Boise Bible College,Boise,ID,83714-1220,2,1.0,1091.0,12080.0,12080.0,128.0,7,,,,,,,,2.0,,,,,,,
885,Boise State University,Boise,ID,83725,1,0.8399,1093.0,7326.0,22642.0,16265.0,7,,,,,,,,2.0,,,,,,,
886,College of Eastern Idaho,Idaho Falls,ID,83404-5788,1,,,2494.0,9056.0,698.0,7,,,,,,,,1.0,,,,,,,0.3778
887,Idaho State University,Pocatello,ID,83209,1,,,7166.0,21942.0,7921.0,7,,,,,,,,1.0,,,,,,,
888,University of Idaho,Moscow,ID,83844-2282,1,0.7309,1127.0,7488.0,23812.0,7685.0,7,,,,,,,,2.0,,,,,,,
889,The College of Idaho,Caldwell,ID,83605-4432,2,0.7586,,28755.0,28755.0,936.0,7,,,,,,,,2.0,,,,,,,
890,Lewis-Clark State College,Lewiston,ID,83501-2698,1,0.996,1013.0,6334.0,18410.0,2941.0,7,,,,,,,,2.0,,,,,,,
891,Aveda Institute-Twin Falls,Twin Falls,ID,83301,3,,,,,66.0,7,,,,,,,,1.0,,,,,,,0.6
892,Mr Leon's School of Hair Design-Moscow,Moscow,ID,83843,3,,,,,15.0,7,,,,,,,,1.0,,,,,,,0.8235
893,North Idaho College,Coeur d'Alene,ID,83814-2199,1,,,3494.0,8426.0,3794.0,7,,,,,,,,1.0,,,,,,,0.1485
894,Northwest Nazarene University,Nampa,ID,83686-5897,2,0.7342,1142.0,29000.0,29000.0,1268.0,7,,,,,,,,2.0,,,,,,,
895,Elevate Salon Institute-Chubbuck,Chubbuck,ID,83202,3,,,,,28.0,7,,,,,,,,1.0,,,,,,,0.5926
896,Brigham Young University-Idaho,Rexburg,ID,83460-1690,2,0.9479,1115.0,4018.0,4018.0,35038.0,7,,,,,,,,2.0,,,,,,,
897,College of Southern Idaho,Twin Falls,ID,83301,1,,,3120.0,6720.0,3696.0,7,,,,,,,,1.0,,,,,,,0.131
898,Adler University,Chicago,IL,60602,2,,,,,,3,,,,,,,,,,,,,,,
899,American Academy of Art,Chicago,IL,60604-4302,2,,,33220.0,33220.0,260.0,3,,,,,,,,1.0,,,,,,,
900,School of the Art Institute of Chicago,Chicago,IL,60603,2,0.6982,1242.0,49610.0,49610.0,2889.0,3,,,,,,,,2.0,,,,,,,
901,Augustana College,Rock Island,IL,61201-2296,2,0.5896,,40908.0,40908.0,2634.0,3,,,,,,,,2.0,,,,,,,
902,Aurora University,Aurora,IL,60506-4892,2,0.8732,1062.0,23520.0,23520.0,3912.0,3,,,,,,,,2.0,,,,,,,
903,Tricoci University of Beauty Culture-Urbana,Urbana,IL,61801,3,,,,,69.0,3,,,,,,,,1.0,,,,,,,0.0
904,Southwestern Illinois College,Belleville,IL,62221-5899,1,,,3660.0,15870.0,7299.0,3,,,,,,,,1.0,,,,,,,0.1354
905,Bethany Theological Seminary,Richmond,IN,47374-4019,2,,,,,,3,,,,,,,,,,,,,,,
906,Black Hawk College,Moline,IL,61265-5899,1,,,4470.0,7650.0,3256.0,3,,,,,,,,1.0,,,,,,,0.1684
907,Blackburn College,Carlinville,IL,62626,2,0.5953,1041.0,21992.0,21992.0,554.0,3,,,,,,,,2.0,,,,,,,
908,Blessing Rieman College of Nursing and Health Sciences,Quincy,IL,62305-7005,2,,,,,272.0,3,,,,,,,,,,,,,,,
909,Blessing Hospital School of Radiologic Technology,Quincy,IL,62305-7005,2,,,,,18.0,3,,,,,,,,,,,,,,,
910,Bradley University,Peoria,IL,61625-0001,2,0.7137,1212.0,32930.0,32930.0,4643.0,3,,,,,,,,2.0,,,,,,,
911,Paul Mitchell the School-Bradley,Bourbonnais,IL,60914,3,,,,,305.0,3,,,,,,,,1.0,,,,,,,0.023
912,Cameo Beauty Academy,Oak Lawn,IL,60453,3,,,,,91.0,3,,,,,,,,1.0,,,,,,,0.0909
913,Cannella School of Hair Design-Villa Park,Villa Park,IL,60181,3,,,,,50.0,3,,,,,,,,1.0,,,,,,,0.3333
914,Cannella School of Hair Design-Chicago,Chicago,IL,60617-4303,3,,,,,33.0,3,,,,,,,,1.0,,,,,,,0.25
915,Cannella School of Hair Design-Chicago,Chicago,IL,60632-2549,3,,,,,61.0,3,,,,,,,,1.0,,,,,,,0.1538
916,Cannella School of Hair Design-Elgin,Elgin,IL,60120,3,,,,,18.0,3,,,,,,,,1.0,,,,,,,0.75
917,Empire Beauty School-Hanover Park,Hanover Park,IL,60133-5421,3,,,,,61.0,3,,,,,,,,1.0,,,,,,,0.0
918,Capri Beauty College,Oak Forest,IL,60452,3,,,,,57.0,3,,,,,,,,1.0,,,,,,,0.1538
919,Carl Sandburg College,Galesburg,IL,61401,1,,,4530.0,7554.0,1385.0,3,,,,,,,,1.0,,,,,,,0.1548
920,Catholic Theological Union at Chicago,Chicago,IL,60615-5698,2,,,,,,3,,,,,,,,,,,,,,,
921,La James International College-East Moline,East Moline,IL,61244,3,,,,,11.0,3,,,,,,,,1.0,,,,,,,0.3333
922,Midwestern University-Downers Grove,Downers Grove,IL,60515-5514,2,,,,,,3,,,,,,,,,,,,,,,
923,The Chicago School of Professional Psychology at Chicago,Chicago,IL,60654,2,,,,,,3,,,,,,,,,,,,,,,
924,Chicago State University,Chicago,IL,60628-1598,1,0.7787,952.0,10252.0,17212.0,2025.0,3,,,,,,,,2.0,,,,,,,
925,Chicago Theological Seminary,Chicago,IL,60637,2,,,,,,3,,,,,,,,,,,,,,,
926,University of Chicago,Chicago,IL,60637,2,0.0873,1524.0,56034.0,56034.0,6298.0,3,,,,,,,,2.0,,,,,,,
927,City Colleges of Chicago-Kennedy-King College,Chicago,IL,60621-2709,1,,,3506.0,11906.0,2298.0,3,,,,,,,,1.0,,,,,,,0.13
928,City Colleges of Chicago-Malcolm X College,Chicago,IL,60612-3197,1,,,3506.0,11906.0,4993.0,3,,,,,,,,1.0,,,,,,,0.0297
929,City Colleges of Chicago-Olive-Harvey College,Chicago,IL,60628-1696,1,,,3506.0,11906.0,1536.0,3,,,,,,,,1.0,,,,,,,0.0615
930,City Colleges of Chicago-Harry S Truman College,Chicago,IL,60640-6063,1,,,3506.0,11906.0,3068.0,3,,,,,,,,1.0,,,,,,,0.0268
931,City Colleges of Chicago-Richard J Daley College,Chicago,IL,60652-1299,1,,,3506.0,11906.0,3137.0,3,,,,,,,,1.0,,,,,,,0.194
932,City Colleges of Chicago-Harold Washington College,Chicago,IL,60601-2449,1,,,3506.0,11906.0,7360.0,3,,,,,,,,1.0,,,,,,,0.0511
933,City Colleges of Chicago-Wilbur Wright College,Chicago,IL,60634-1500,1,,,3506.0,11906.0,6660.0,3,,,,,,,,1.0,,,,,,,0.0367
934,Columbia College Chicago,Chicago,IL,60605-1996,2,0.9161,,26474.0,26474.0,6934.0,3,,,,,,,,2.0,,,,,,,
935,Concordia University-Chicago,River Forest,IL,60305-1499,2,0.7472,1100.0,31588.0,31588.0,1405.0,3,,,,,,,,2.0,,,,,,,
936,Coyne College,Chicago,IL,60602-3304,3,,,,,422.0,3,,,,,,,,1.0,,,,,,,0.3892
937,Danville Area Community College,Danville,IL,61832-5118,1,,,4775.0,7775.0,1732.0,3,,,,,,,,1.0,,,,,,,0.2048
938,Tricoci University of Beauty Culture-Danville,Danville,IL,61832,3,,,,,62.0,3,,,,,,,,1.0,,,,,,,0.0909
939,DePaul University,Chicago,IL,60604,2,0.7174,,39010.0,39010.0,14591.0,3,,,,,,,,2.0,,,,,,,
940,Cosmetology & Spa Academy,Crystal Lake,IL,60014,3,,,,,198.0,3,,,,,,,,1.0,,,,,,,0.0705
941,College of DuPage,Glen Ellyn,IL,60137-6599,1,,,4050.0,11760.0,16628.0,3,,,,,,,,1.0,,,,,,,0.0742
942,East-West University,Chicago,IL,60605,2,0.4069,910.0,21450.0,21450.0,430.0,3,,,,,,,,2.0,,,,,,,
943,Eastern Illinois University,Charleston,IL,61920,1,0.5151,1045.0,11678.0,13868.0,4877.0,3,,,,,,,,2.0,,,,,,,
944,Elgin Community College,Elgin,IL,60123-7193,1,,,3108.0,11964.0,7648.0,3,,,,,,,,1.0,,,,,,,0.179
945,Elmhurst College,Elmhurst,IL,60126-3096,2,0.7053,1141.0,36370.0,36370.0,2782.0,3,,,,,,,,2.0,,,,,,,
946,Eureka College,Eureka,IL,61530,2,0.62,1084.0,25390.0,25390.0,605.0,3,,,,,,,,2.0,,,,,,,
947,First Institute of Travel Inc.,Crystal Lake,IL,60014,3,,,,,252.0,3,,,,,,,,2.0,,,,,,,0.5493
948,Fox College,Bedford Park,IL,60638,3,0.6053,,15160.0,15160.0,433.0,3,,,,,,,,2.0,,,,,,,0.65
949,Garrett-Evangelical Theological Seminary,Evanston,IL,60201-3298,2,,,,,,3,,,,,,,,,,,,,,,
950,Gem City College,Quincy,IL,62301,3,,,,,36.0,3,,,,,,,,1.0,,,,,,,0.4211
951,Governors State University,University Park,IL,60484,1,0.6556,968.0,11746.0,21136.0,3288.0,3,,,,,,,,2.0,,,,,,,
952,Graham Hospital School of Nursing,Canton,IL,61520-2497,2,,,12112.0,12112.0,34.0,3,,,,,,,,2.0,,,,,,,0.0
953,Greenville University,Greenville,IL,62246,2,0.662,1067.0,26356.0,26356.0,944.0,3,,,,,,,,2.0,,,,,,,
954,Hair Professionals Academy of Cosmetology,Schaumburg,IL,60195,3,,,,,272.0,3,,,,,,,,1.0,,,,,,,0.125
955,Hair Professionals Career College,Sycamore,IL,60178,3,,,,,48.0,3,,,,,,,,1.0,,,,,,,0.0
956,Hair Professionals School of Cosmetology,Oswego,IL,60543,3,,,,,84.0,3,,,,,,,,1.0,,,,,,,0.125
957,Harrington College of Design,Chicago,IL,60605,3,,,,,2.0,3,,,,,,,,,,,,,,,
958,Hebrew Theological College,Skokie,IL,60077,2,0.95,1064.0,17630.0,17630.0,100.0,3,,,,,,,,2.0,,,,,,,
959,Highland Community College,Freeport,IL,61032-9341,1,,,3999.0,6279.0,1256.0,3,,,,,,,,1.0,,,,,,,0.1813
960,Rosalind Franklin University of Medicine and Science,North Chicago,IL,60064-3095,2,,,,,,3,,,,,,,,,,,,,,,
961,University of Illinois at Chicago,Chicago,IL,60607,1,0.7708,1150.0,13704.0,26560.0,19106.0,3,,,,,,,,2.0,,,,,,,
962,Benedictine University,Lisle,IL,60532-0900,2,0.6217,1093.0,33900.0,33900.0,2864.0,3,,,,,,,,1.0,,,,,,,
963,Illinois College of Optometry,Chicago,IL,60616-3878,2,,,,,,3,,,,,,,,,,,,,,,
964,University of Illinois at Urbana-Champaign,Champaign,IL,61820-5711,1,0.6153,1376.0,15074.0,31194.0,32884.0,3,,,,,,,,2.0,,,,,,,
965,Illinois Wesleyan University,Bloomington,IL,61702-2900,2,0.6086,1273.0,45856.0,45856.0,1642.0,3,,,,,,,,2.0,,,,,,,
966,Illinois Central College,East Peoria,IL,61635-0001,1,,,4290.0,10800.0,6875.0,3,,,,,,,,1.0,,,,,,,0.2042
967,Illinois College,Jacksonville,IL,62650-2299,2,0.5487,,32140.0,32140.0,947.0,3,,,,,,,,2.0,,,,,,,
968,Olney Central College,Olney,IL,62450,1,,,3810.0,11734.0,724.0,3,,,,,,,,1.0,,,,,,,0.4663
969,Illinois Institute of Technology,Chicago,IL,60616,2,0.5403,1323.0,45864.0,45864.0,2763.0,3,,,,,,,,2.0,,,,,,,
970,Argosy University-Chicago,Chicago,IL,60601,3,,,13438.0,13438.0,138.0,3,,,,,,,,1.0,,,,,,,
971,Illinois State University,Normal,IL,61790-1000,1,0.8913,1165.0,14061.0,25168.0,18264.0,3,,,,,,,,2.0,,,,,,,
972,Illinois Valley Community College,Oglesby,IL,61348-9692,1,,,3910.0,12058.0,2388.0,3,,,,,,,,1.0,,,,,,,0.1446
973,Institute for Clinical Social Work,Chicago,IL,60605-1229,2,,,,,,3,,,,,,,,,,,,,,,
